	Dataset	Detection threshold	Handle	LM_Group_COLOR	Platform_Category	Platform_Colour	Platform_Symbol	chip_id	dataset_name	description	display_metadata	final_cell_type	generic_sample_type	labelling	name	number of samples	organism	parental_cell_type	platform	project	replicate_group_id	sample types	sample_type	Feeder	Day	sex	species	K Means	Year
7204_HPSI0314i-qaqx_1	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-qaqx_1	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 156"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7254_HPSI0314i-qaqx_1	7254	0.2	Kilpinen_2017_28489815_a	conventional	RNASeq	"rgb(0,146,146)"	cross	HPSI0314i-qaqx_1	Kilpinen	"Technology utilizing human induced pluripotent stem cells (iPS cells) has enormous potential to provide improved cellular models of human disease. However, variable genetic and phenotypic characterization of many existing iPS cell lines limits their potential use for research and therapy. Here we describe the systematic generation, genotyping and phenotyping of 711 iPS cell lines derived from 301 healthy individuals by the Human Induced Pluripotent Stem Cells Initiative. Our study outlines the major sources of genetic and phenotypic variation in iPS cells and establishes their suitability as models of complex human traits and cancer. Through genome-wide profiling we find that 5-46% of the variation in different iPS cell phenotypes, including differentiation capacity and cellular morphology, arises from differences between individuals. Additionally, we assess the phenotypic consequences of genomic copy-number alterations that are repeatedly observed in iPS cells. In addition, we present a comprehensive map of common regulatory variants affecting the transcriptome of human pluripotent cells. Abstract from Nature. 2017 Jun 15;546(7658):370-375. doi: 10.1038/nature22403. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell		Kilpinen	67	Homo sapiens	fibroblast	RNASeq (Illumina HiSeq 2000 (GPL13112))		HPSI0314i-qaqx_1	"feeder-free iPSC 0114pf-bezi, feeder-free iPSC 0114pf-eip, feeder-free iPSC 0114pf-fikt, feeder-free iPSC 0114pf-iisa, feeder-free iPSC 0114pf-joxm, feeder-free iPSC 0114pf-kof, feeder-free iPSC 0114pf-exy, feeder-free iPSC 0114pf-oevr, feeder-free iPSC 0114pf-rozh, feeder-free iPSC 0114pf-vabj, feeder-free iPSC 0114pf-vass, feeder-free iPSC 0114pf-zoxy, feeder-free iPSC 0214pf-feec, feeder-free iPSC 0214pf-heja, feeder-free iPSC 0214pf-kehc, feeder-free iPSC 0214pf-kucg, feeder-free iPSC 0214pf-pem, feeder-free iPSC 0214pf-wibj, feeder-free iPSC 0314pf-bipt, feeder-free iPSC 0314pf-bubh, feeder-free iPSC 0314pf-cuhk, feeder-free iPSC 0314pf-fafq, feeder-free iPSC 0314pf-qaqx, feeder-free iPSC 0314pf-qonc, feeder-free iPSC 0314pf-xugn, feeder-free iPSC 0913pf-diku, feeder-free iPSC 0913pf-eika, feeder-free iPSC 0913pf-ise, feeder-free iPSC 0913pf-oapg, feeder-free iPSC 1013pf-hiaf, feeder-free iPSC 1013pf-kuxp, feeder-free iPSC 1013pf-pamv, feeder-free iPSC 1013pf-sebz, feeder-free iPSC 1013pf-wuye, feeder-free iPSC 1013pf-yemz, feeder-free iPSC 1113pf-bima, feeder-free iPSC 1113pf-dons, feeder-free iPSC 1113pf-hayt, feeder-free iPSC 1113pf-ieki, feeder-free iPSC 1113pf-podx, feeder-free iPSC I1113pf-qog, feeder-free iPSC 1113pf-qorq, feeder-free iPSC 1113pf-uofv, feeder-free iPSC 1213pf-babk, feeder-free iPSC 1213pf-hehd, feeder-free iPSC 1213pf-pahc, feeder-free iPSC 1213pf-xuja, feeder-dependent iPSC 1013pf-cups, feeder-dependent iPSC 1113pf-eofe, feeder-dependent iPSC 1113pf-wetu, feeder-dependent iPSC 1213pf-nekd, feeder-dependent iPSC 1213pf-nusw"	feeder-free iPSC 0314pf-qaqx	feeder free		female	Homo sapiens	0	2017
7204_HPSI0314i-qonc_1	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-qonc_1	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 157"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7254_HPSI0314i-qonc_1	7254	0.2	Kilpinen_2017_28489815_a	conventional	RNASeq	"rgb(0,146,146)"	cross	HPSI0314i-qonc_1	Kilpinen	"Technology utilizing human induced pluripotent stem cells (iPS cells) has enormous potential to provide improved cellular models of human disease. However, variable genetic and phenotypic characterization of many existing iPS cell lines limits their potential use for research and therapy. Here we describe the systematic generation, genotyping and phenotyping of 711 iPS cell lines derived from 301 healthy individuals by the Human Induced Pluripotent Stem Cells Initiative. Our study outlines the major sources of genetic and phenotypic variation in iPS cells and establishes their suitability as models of complex human traits and cancer. Through genome-wide profiling we find that 5-46% of the variation in different iPS cell phenotypes, including differentiation capacity and cellular morphology, arises from differences between individuals. Additionally, we assess the phenotypic consequences of genomic copy-number alterations that are repeatedly observed in iPS cells. In addition, we present a comprehensive map of common regulatory variants affecting the transcriptome of human pluripotent cells. Abstract from Nature. 2017 Jun 15;546(7658):370-375. doi: 10.1038/nature22403. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell		Kilpinen	67	Homo sapiens	fibroblast	RNASeq (Illumina HiSeq 2000 (GPL13112))		HPSI0314i-qonc_1	"feeder-free iPSC 0114pf-bezi, feeder-free iPSC 0114pf-eip, feeder-free iPSC 0114pf-fikt, feeder-free iPSC 0114pf-iisa, feeder-free iPSC 0114pf-joxm, feeder-free iPSC 0114pf-kof, feeder-free iPSC 0114pf-exy, feeder-free iPSC 0114pf-oevr, feeder-free iPSC 0114pf-rozh, feeder-free iPSC 0114pf-vabj, feeder-free iPSC 0114pf-vass, feeder-free iPSC 0114pf-zoxy, feeder-free iPSC 0214pf-feec, feeder-free iPSC 0214pf-heja, feeder-free iPSC 0214pf-kehc, feeder-free iPSC 0214pf-kucg, feeder-free iPSC 0214pf-pem, feeder-free iPSC 0214pf-wibj, feeder-free iPSC 0314pf-bipt, feeder-free iPSC 0314pf-bubh, feeder-free iPSC 0314pf-cuhk, feeder-free iPSC 0314pf-fafq, feeder-free iPSC 0314pf-qaqx, feeder-free iPSC 0314pf-qonc, feeder-free iPSC 0314pf-xugn, feeder-free iPSC 0913pf-diku, feeder-free iPSC 0913pf-eika, feeder-free iPSC 0913pf-ise, feeder-free iPSC 0913pf-oapg, feeder-free iPSC 1013pf-hiaf, feeder-free iPSC 1013pf-kuxp, feeder-free iPSC 1013pf-pamv, feeder-free iPSC 1013pf-sebz, feeder-free iPSC 1013pf-wuye, feeder-free iPSC 1013pf-yemz, feeder-free iPSC 1113pf-bima, feeder-free iPSC 1113pf-dons, feeder-free iPSC 1113pf-hayt, feeder-free iPSC 1113pf-ieki, feeder-free iPSC 1113pf-podx, feeder-free iPSC I1113pf-qog, feeder-free iPSC 1113pf-qorq, feeder-free iPSC 1113pf-uofv, feeder-free iPSC 1213pf-babk, feeder-free iPSC 1213pf-hehd, feeder-free iPSC 1213pf-pahc, feeder-free iPSC 1213pf-xuja, feeder-dependent iPSC 1013pf-cups, feeder-dependent iPSC 1113pf-eofe, feeder-dependent iPSC 1113pf-wetu, feeder-dependent iPSC 1213pf-nekd, feeder-dependent iPSC 1213pf-nusw"	feeder-free iPSC 0314pf-qonc	feeder free		female	Homo sapiens	0	2017
7204_HPSI0314i-qonc_2	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-qonc_2	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 158"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7254_HPSI0314i-qonc_2	7254	0.2	Kilpinen_2017_28489815_a	conventional	RNASeq	"rgb(0,146,146)"	cross	HPSI0314i-qonc_2	Kilpinen	"Technology utilizing human induced pluripotent stem cells (iPS cells) has enormous potential to provide improved cellular models of human disease. However, variable genetic and phenotypic characterization of many existing iPS cell lines limits their potential use for research and therapy. Here we describe the systematic generation, genotyping and phenotyping of 711 iPS cell lines derived from 301 healthy individuals by the Human Induced Pluripotent Stem Cells Initiative. Our study outlines the major sources of genetic and phenotypic variation in iPS cells and establishes their suitability as models of complex human traits and cancer. Through genome-wide profiling we find that 5-46% of the variation in different iPS cell phenotypes, including differentiation capacity and cellular morphology, arises from differences between individuals. Additionally, we assess the phenotypic consequences of genomic copy-number alterations that are repeatedly observed in iPS cells. In addition, we present a comprehensive map of common regulatory variants affecting the transcriptome of human pluripotent cells. Abstract from Nature. 2017 Jun 15;546(7658):370-375. doi: 10.1038/nature22403. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell		Kilpinen	67	Homo sapiens	fibroblast	RNASeq (Illumina HiSeq 2000 (GPL13112))		HPSI0314i-qonc_2	"feeder-free iPSC 0114pf-bezi, feeder-free iPSC 0114pf-eip, feeder-free iPSC 0114pf-fikt, feeder-free iPSC 0114pf-iisa, feeder-free iPSC 0114pf-joxm, feeder-free iPSC 0114pf-kof, feeder-free iPSC 0114pf-exy, feeder-free iPSC 0114pf-oevr, feeder-free iPSC 0114pf-rozh, feeder-free iPSC 0114pf-vabj, feeder-free iPSC 0114pf-vass, feeder-free iPSC 0114pf-zoxy, feeder-free iPSC 0214pf-feec, feeder-free iPSC 0214pf-heja, feeder-free iPSC 0214pf-kehc, feeder-free iPSC 0214pf-kucg, feeder-free iPSC 0214pf-pem, feeder-free iPSC 0214pf-wibj, feeder-free iPSC 0314pf-bipt, feeder-free iPSC 0314pf-bubh, feeder-free iPSC 0314pf-cuhk, feeder-free iPSC 0314pf-fafq, feeder-free iPSC 0314pf-qaqx, feeder-free iPSC 0314pf-qonc, feeder-free iPSC 0314pf-xugn, feeder-free iPSC 0913pf-diku, feeder-free iPSC 0913pf-eika, feeder-free iPSC 0913pf-ise, feeder-free iPSC 0913pf-oapg, feeder-free iPSC 1013pf-hiaf, feeder-free iPSC 1013pf-kuxp, feeder-free iPSC 1013pf-pamv, feeder-free iPSC 1013pf-sebz, feeder-free iPSC 1013pf-wuye, feeder-free iPSC 1013pf-yemz, feeder-free iPSC 1113pf-bima, feeder-free iPSC 1113pf-dons, feeder-free iPSC 1113pf-hayt, feeder-free iPSC 1113pf-ieki, feeder-free iPSC 1113pf-podx, feeder-free iPSC I1113pf-qog, feeder-free iPSC 1113pf-qorq, feeder-free iPSC 1113pf-uofv, feeder-free iPSC 1213pf-babk, feeder-free iPSC 1213pf-hehd, feeder-free iPSC 1213pf-pahc, feeder-free iPSC 1213pf-xuja, feeder-dependent iPSC 1013pf-cups, feeder-dependent iPSC 1113pf-eofe, feeder-dependent iPSC 1113pf-wetu, feeder-dependent iPSC 1213pf-nekd, feeder-dependent iPSC 1213pf-nusw"	feeder-free iPSC 0314pf-qonc	feeder free		female	Homo sapiens	0	2017
7204_HPSI0314i-sojd_1	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-sojd_1	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 159"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7204_HPSI0314i-sojd_2	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-sojd_2	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 160"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7204_HPSI0314i-sojd_3	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-sojd_3	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 161"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7204_HPSI0314i-uict_1	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-uict_1	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 162"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7204_HPSI0314i-uict_3	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-uict_3	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 163"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	female iPSC			female	Homo sapiens	0	2016
7204_HPSI0314i-wigw_2	7204		Streeter_2016_27733501_PRIVATE	Unannotated	Illumina V4	"rgb(146,0,0)"	diamond	HPSI0314i-wigw_2	Streeter	"The Human Induced Pluripotent Stem Cell Initiative (HipSci) is establishing a large catalogue of human iPSC lines, arguably the most well characterized collection to date. The HipSci portal enables researchers to choose the right cell line for their experiment, and makes HipSci's rich catalogue of assay data easy to discover and reuse. Each cell line has genomic, transcriptomic, proteomic and cellular phenotyping data. Data are deposited in the appropriate EMBL-EBI archives, including the European Nucleotide Archive (ENA), European Genome-phenome Archive (EGA), ArrayExpress and PRoteomics IDEntifications (PRIDE) databases. The project will make 500 cell lines from healthy individuals, and from 150 patients with rare genetic diseases; these will be available through the European Collection of Authenticated Cell Cultures (ECACC). As of August 2016, 238 cell lines are available for purchase. Project data is presented through the HipSci data portal (http://www.hipsci.org/lines) and is downloadable from the associated FTP site (ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp). The data portal presents a summary matrix of the HipSci cell lines, showing available data types. Each line has its own page containing descriptive metadata, quality information, and links to archived assay data. Analysis results are also available in a Track Hub, allowing visualization in the context of public genomic annotations (http://www.hipsci.org/data/trackhubs). Abstract from Nucleic Acids Res. 2017 Jan 4;45(D1):D691-D697. doi: 10.1093/nar/gkw928. [Curator's note: A specific subset of samples was included. For more information or to see all data associated with the Human Induced Pluripotent Stem Cells Initiative, please refer to the 'HipSci Cell Lines Catalogue' linked in the 'Reports' section of this page.]"	induced pluripotent stem cell	induced pluripotent stem cell	induced pluripotent stem cell	biotin	Streeter	695	Homo sapiens	dermal fibroblast	Microarray (Illumina HumanHT-12 V4)		"ipsc, replicate 164"	"female fibroblast, female iPSC, male fibroblast, male iPSC"	male iPSC			male	Homo sapiens	0	2016
